,0,1,2,3,4,5,6,7,8,9,10,11
0,0.3333333333333333,1.0,0.6666666666666666,0.4444444444444444,0.5,0.4444444444444444,0.5,0.4444444444444444,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.5
1,0.6666666666666666,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6111111111111112,0.8333333333333334,0.5555555555555556,0.4444444444444444,0.6111111111111112,0.5,0.7222222222222222
2,0.5,1.0,0.6666666666666666,0.6111111111111112,0.5555555555555556,0.3888888888888889,0.3333333333333333,0.5,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778
3,0.4444444444444444,1.0,0.5,0.5,0.5,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5,0.6111111111111112,0.5555555555555556,0.5555555555555556
4,0.8333333333333334,1.0,0.4444444444444444,0.8333333333333334,0.5,0.5,0.6111111111111112,0.5555555555555556,0.6111111111111112,0.5555555555555556,0.6111111111111112,0.7222222222222222
5,0.6111111111111112,1.0,0.5555555555555556,0.5,0.4444444444444444,0.5,0.5,0.5,0.5,0.5,0.4444444444444444,0.3888888888888889
6,0.5,1.0,0.3333333333333333,0.5555555555555556,0.5,0.3333333333333333,0.5555555555555556,0.3888888888888889,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.6111111111111112
7,0.4444444444444444,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.3888888888888889,0.5,0.5,0.5,0.5555555555555556,0.5,0.4444444444444444
8,0.4444444444444444,1.0,0.6111111111111112,0.3333333333333333,0.4444444444444444,0.5,0.3888888888888889,0.6111111111111112,0.3888888888888889,0.4444444444444444,0.4444444444444444,0.4444444444444444
9,0.3333333333333333,1.0,0.3888888888888889,0.5555555555555556,0.3333333333333333,0.3888888888888889,0.5,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5
